Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
38465.70559427166,737.0904448876939,273.11196805230105,179.20152456996402,1.5233332726088031,0.7539981532154842,38999.014066245356,220.99155289220968,0.8132517965157747,0.9886702416729135,0.8884161957335233,0.8093586624097476,0.007117032369656296,0.001879472823964953,0.6557100283648211,0.9968737258451291,SIRA
70247.17915477123,1019.7405906131129,376.30843988276786,238.19294207649168,1.5821150008853104,0.7735561992732503,71562.83169550389,299.1391618672998,0.7077571233020704,0.9857503798378283,0.8502475100855512,0.7949471458845718,0.005351264773589477,0.0013243776728387698,0.6321183933399749,0.9983195230870678,BARBUNYA
74212.94955782012,1049.756997810218,414.8583458724347,229.65594955092342,1.8101391386555499,0.8344128188895008,75004.80640915713,306.71901864681996,0.7760482475830467,0.9876790471790635,0.8443132409400514,0.7398841685495255,0.00559718696161316,0.001038563209333917,0.5487248192430064,0.9910960469060459,CALI
31233.02973617212,671.5846746963838,257.75130397076106,154.44825868013282,1.670969228933945,0.8005398602840458,31682.42362526157,198.81375542833305,0.7181817615565697,0.9882994149601584,0.8708279327607025,0.7735740635231969,0.008257251258431644,0.001822457625467053,0.5982302960468185,0.9965282366172232,DERMASON
48189.750787922756,826.7520177780864,313.3287385992518,196.497442800835,1.60400933686369,0.7815912121420057,48840.53064752726,247.96364805262291,0.7967548084915026,0.9884977874237516,0.8870391845865381,0.7886131117028602,0.006524705119987534,0.0015563962698575578,0.6224418913645479,0.9955081804345827,SIRA
57356.90747863509,958.1914649141133,400.5233527862621,182.79615578360188,2.186815841159489,0.8894725769169641,57860.551233952436,269.9850004046676,0.5699072643977381,0.9881000531326258,0.7826684918062639,0.6731949297191511,0.00701805207060254,0.0008917928325216182,0.45369916838351665,0.9929105791490773,HOROZ
32171.81404589037,659.8483218813313,239.92557571912542,171.2077253739375,1.4087508812510194,0.7040952800693968,32773.99133721192,203.13352825904965,0.7320646331311621,0.9866812724898669,0.9268872214337004,0.842838674957293,0.007453744948129084,0.0023201160677630193,0.7082906470463175,0.9977169097081413,DERMASON
54115.0745521607,855.8864771863495,286.7347121446751,242.35011248594827,1.180368220723803,0.5317324246718282,54686.27350183189,262.82564165368154,0.7884987914292015,0.9901223353393406,0.9334149955482425,0.9193715054603513,0.00527000087189253,0.002319777422756891,0.8451153172092044,0.9978454181947087,SEKER
77259.27220388738,1096.9736500518982,385.73841694182187,256.1260582211379,1.5088703673066683,0.7487519800294049,78685.3291855243,314.30018277221546,0.7732443553587125,0.9837587633849935,0.8092622371299631,0.8124572134424282,0.004993318956433869,0.0013475169961020357,0.658929408080607,0.9954320758900624,BARBUNYA
36349.71009212427,689.6711733027048,242.19761463867493,190.45240348865875,1.2702382648914308,0.6160052311280817,36493.668120017384,214.49110871307008,0.7768316644443664,0.990745112869961,0.9525166237370818,0.8864106985923551,0.006695236711146198,0.0025530928882913787,0.7866676128013118,0.9982730307114589,SEKER
37929.650650949545,700.582225898383,241.80220249772643,199.61505725756277,1.2145571762757008,0.5687381309965883,38278.2770594996,219.9446853170015,0.782005775221993,0.9927759164159403,0.9726162717741457,0.9068796805580845,0.006392261619417394,0.0026640110219301556,0.8214655129221758,0.9988016516903986,SEKER
40965.16659619768,760.4396632926274,286.75575771163545,180.03778224326214,1.5919988756065306,0.777618874814787,41092.21793119028,226.98999168594355,0.7862917359495984,0.9880905184250147,0.8806046211196804,0.7915479809875744,0.007085981278702166,0.001711299932600318,0.6270487455101605,0.9971388253308793,SIRA
33605.03823498664,680.4544161002635,255.36974692346493,167.8804330886546,1.5163572910414886,0.7528148140159668,33916.19305928079,205.87988001706853,0.7811778639294106,0.9899879816845439,0.9097063154510571,0.8102176164537306,0.007616756607609407,0.0020253602289139476,0.6563449098565954,0.9971752045604695,DERMASON
71034.18391899783,1041.6652890381126,395.156148933203,232.45556369593515,1.7026219177209518,0.8092531519375183,73344.6248825067,300.7148835710665,0.8087012208871404,0.9705976761435963,0.8271682930238341,0.7585789612087201,0.00557100319117399,0.0011484111968827837,0.5768847541408229,0.9808799654647841,CALI
90000.75309467028,1234.268919091813,422.30944519119345,272.5736559913937,1.5485804493280877,0.7643890279322356,91576.24891215589,338.42555154065957,0.7846216151957767,0.9801402792995692,0.7433453813797306,0.8008808519006864,0.004701884927054005,0.0011951956582422762,0.6415004992242411,0.9939941813841471,BARBUNYA
42884.22538563877,758.8606697077556,280.2790785027171,194.79731065989492,1.4377205913612823,0.7187477327625668,43253.379537350556,233.56290556702754,0.7688720556869105,0.9908820459789528,0.9323786320325025,0.8332021274086967,0.006538223529711884,0.0019448674148840543,0.6944654202697242,0.9988305048994268,SEKER
61522.5097689203,980.9509818908743,407.8825019327064,193.7133333813902,2.098280663214728,0.8796253883461419,62129.50234511906,280.5419681911887,0.8042976835181238,0.9907933081263486,0.8031312652197687,0.6882696818512191,0.006601073423893142,0.0009233578956903994,0.4739023997076386,0.99438672896677,HOROZ
28165.313968773127,617.5358965520378,227.19792937298047,157.77978806266194,1.4358664258255265,0.7188951599821256,28582.353279639246,189.1998469718809,0.7133397176927636,0.9899768945015673,0.9272444443219693,0.8327334586199385,0.008067088552622956,0.002405252551263769,0.6940338188337257,0.9985663846051389,DERMASON
35273.8653405157,680.6057416119548,224.39206296161979,197.90237873930957,1.1372682481287508,0.47748299198806343,35402.82193490596,211.31076923718356,0.7934926264807631,0.9888881704905511,0.9474061158344178,0.9367129586858487,0.006451939798454165,0.003065070562232228,0.8785308569927884,0.9988287281475421,SEKER
80165.45466782889,1130.0161817969893,393.33844850567857,260.38629491362275,1.512857492887904,0.7504009973346769,81644.58540242886,319.02344229147525,0.7054352340855287,0.980974154133326,0.7897390722299686,0.8116596751696115,0.0049131381616800834,0.0013098214444826565,0.6574896644412507,0.9948832094134537,BARBUNYA
74554.3902715194,1057.3445692954044,414.1122206716456,230.81654922219002,1.7905259483227784,0.8301825377654888,75343.83712752991,307.86027808411563,0.7488420259590967,0.9881430593442884,0.8331129247476486,0.7434189058727655,0.0055595381841990164,0.0010511539208743626,0.5529767654602523,0.9896599005103653,CALI
87341.34405501315,1148.106306344617,450.26917408989965,249.51158275985682,1.8022971146635332,0.8323376562666868,88976.66837025309,333.92622025753826,0.6741522549413126,0.9824501733046385,0.8344797798158653,0.7417903679261147,0.005149680619105126,0.0009537787105400968,0.5491076300618296,0.98974548918216,CALI
33575.060330768865,678.5382773764314,237.58326661529446,179.9536839237711,1.3220043668013792,0.6536309576255542,33863.126964665054,206.5357446165847,0.7776288436046742,0.9883813832790828,0.9165429801634145,0.8689263835729271,0.0070920417839889,0.0024958441380614317,0.7553492467452134,0.9970288110997576,DERMASON
48325.10742790469,822.9031350228513,315.8071483552883,196.07642989323614,1.6124839313685515,0.7836730012035514,48908.90899874309,248.15412860502295,0.8136673753482639,0.9895230719781534,0.8997766858394736,0.7858578937077797,0.006521962778290584,0.0015370406394163794,0.6187976631761751,0.9951390650616831,SIRA
41826.22329997033,776.4127949465527,283.1696994197623,190.09303869644773,1.4891946087917451,0.7410117450533503,42553.83349651532,230.6109790034948,0.746848153576019,0.9823564472910388,0.875196361435098,0.8152682783957985,0.0067601908483529895,0.0018432024119146826,0.6643168565872777,0.9900920933613109,SIRA
45513.666657189475,777.1941994148383,273.5168982111798,214.18265834722422,1.27816734398397,0.6221407789097967,46455.388718523966,242.17272078788545,0.7763770691095179,0.9918836781110455,0.9550442072915208,0.8832381865751504,0.005947790654866313,0.0022395139582678863,0.7801185368686927,0.9970661365506889,SEKER
31564.40148891134,651.5566572666881,239.58302998402968,168.02149562315347,1.4248777110823527,0.7130180170513636,31464.45551209311,200.1031154991567,0.7124591993440356,0.988846136137829,0.9320170392740498,0.8362995607135976,0.0076167671307598335,0.002299546724510233,0.6988054533185316,0.9978468393638423,DERMASON
51346.24237552878,903.1176832742921,348.4860859704991,189.13116382374213,1.8412662366895123,0.8399561697294543,52118.59188768886,255.26166602136038,0.6271887421834673,0.9873250378458321,0.7923814541108375,0.7339289729637768,0.006788993438630243,0.0012064694226217182,0.5373878283509159,0.9901478043664498,SIRA
65140.10204931706,978.9656999284176,371.0291235899918,224.1519197709375,1.655504367299399,0.7967440989228205,65965.8458029099,287.7126061237488,0.762274708537087,0.9909668240411257,0.8542845616203681,0.7759862518171037,0.005707972798215586,0.0012725576541542409,0.6023299583445594,0.9959638997635003,CALI
60594.41694718425,976.4102547825462,403.18885028198235,192.41807462285018,2.0946149322494736,0.8785588326954901,61222.403035151256,277.7194329200046,0.6554525788207559,0.9860183134463802,0.7948839477485841,0.6885054290653878,0.006675335275915363,0.0009236362775440063,0.47408244808878036,0.9916322192489463,HOROZ
